OID,Uniqe_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
36,WS_40_Fagaitua,37,72,720000.000000000000000,14.180000305200000,19.600000381499999,5.420000076290000,17.152083410199999,2.010562392450000,1234.950005529999999
37,WS_41_Fagaitua,38,19,190000.000000000000000,13.989999771100001,17.940000534100001,3.950000762940000,16.472631454500000,1.545236682970000,312.979997635000018
38,WS_42_Fagaitua,39,18,180000.000000000000000,16.260000228900001,19.120000839199999,2.860000610350000,16.871666908300000,0.606009427994000,303.690004348999992
39,WS_43_Fagaitua,40,43,430000.000000000000000,0.000000000000000,40.009998321499999,40.009998321499999,23.295116291500001,4.506683995490000,1001.690000530000020
40,WS_44_Fagaitua,41,42,420000.000000000000000,22.459999084500001,41.770000457800002,19.310001373300000,26.324285597999999,4.298858160060000,1105.619995120000112
41,WS_45_Fagaitua,42,99,990000.000000000000000,21.670000076299999,45.729999542199998,24.059999465899999,26.920808002200001,3.782832454740000,2665.159992219999822
42,WS_46_Amouli,43,69,690000.000000000000000,16.430000305200000,18.899999618500001,2.469999313350000,17.186376820400000,0.522069513546000,1185.860000610000043
43,WS_47_Amouli,44,61,610000.000000000000000,0.000000000000000,20.040000915499999,20.040000915499999,16.513278617200001,2.422553658470000,1007.309995650000019
44,WS_50_Auasi,45,51,510000.000000000000000,19.270000457799998,20.739999771099999,1.469999313350000,20.011176539400001,0.417657452010000,1020.570003509999992
45,WS_51_Amouli,46,61,610000.000000000000000,16.530000686600001,20.620000839199999,4.090000152590000,17.459016362200000,0.851488110382000,1064.999998089999963
46,WS_52_Auasi,47,32,320000.000000000000000,0.000000000000000,19.500000000000000,19.500000000000000,17.844999969000000,4.615842269100000,571.039999007999995
47,WS_53_Auasi,48,16,160000.000000000000000,16.200000762900000,19.610000610400000,3.409999847410000,18.515000104900000,1.282770490990000,296.240001677999999
48,WS_54_Tula,49,35,350000.000000000000000,0.000000000000000,21.459999084500001,21.459999084500001,9.028285816740000,10.427500702600000,315.990003586000000
49,WS_55_Tula,50,127,1270000.000000000000000,0.000000000000000,22.540000915499999,22.540000915499999,19.141653586600000,6.498729370830000,2430.990005489999930
50,WS_56_Onenoa,51,91,910000.000000000000000,0.000000000000000,22.450000762900000,22.450000762900000,17.616813114700001,4.782889322630000,1603.129993439999907
51,WS_57_Aoa,52,19,190000.000000000000000,0.000000000000000,18.500000000000000,18.500000000000000,17.121052892600002,4.047191269560000,325.300004958999978
52,WS_58_Aoa,53,105,1050000.000000000000000,0.000000000000000,19.110000610400000,19.110000610400000,18.443619010599999,2.573657437970000,1936.579996109999911
53,WS_59_Alao,54,134,1340000.000000000000000,0.000000000000000,24.629999160800001,24.629999160800001,21.230820840900002,3.054557118500000,2844.929992679999941
54,WS_60_Aoa,55,94,940000.000000000000000,0.000000000000000,1028.569946289999962,1028.569946289999962,29.471488861299999,103.639990307000005,2770.319952960000137
55,WS_61_Fagaitua,56,54,540000.000000000000000,19.360000610400000,20.399999618500001,1.039999008180000,19.852962988400002,0.255035449924000,1072.060001370000009
56,WS_62_Fagaitua,57,82,820000.000000000000000,20.309999465899999,38.500000000000000,18.190000534100001,22.521829302699999,2.602573793700000,1846.790002819999927
57,WS_63_Fagaitua,58,20,200000.000000000000000,20.280000686600001,20.959999084500001,0.679998397827000,20.578999996200000,0.182534728355000,411.579999923999992
58,WS_64_Tafuna Plain,59,1426,14260000.000000000000000,0.000000000000000,58.759998321499999,58.759998321499999,9.347524543300000,5.349721025940000,13329.569998700000724
59,WS_65_Fagatele - Larsen,60,215,2150000.000000000000000,0.000000000000000,8.619999885560000,8.619999885560000,8.142558146630000,0.617119686043000,1750.650001530000054
60,WS_66_Fagatele - Larsen,61,106,1060000.000000000000000,0.000000000000000,8.279999732969999,8.279999732969999,7.781981139810000,1.341055921170000,824.890000819999955
61,WS_67_Laulii - Aumi,62,177,1770000.000000000000000,33.049999237100003,59.869998931900000,26.819999694800000,41.330621385299999,5.074680054140000,7315.519985199999610
62,WS_68_Laulii - Aumi,63,59,590000.000000000000000,33.779998779300001,41.779998779300001,8.000000000000000,37.444576263400002,2.247720785710000,2209.229999539999881
63,WS_69_Laulii - Aumi,64,26,260000.000000000000000,31.250000000000000,37.569999694800003,6.319999694820000,34.572692577700003,1.491402449660000,898.890007018999995
64,WS_70_Masausi,65,32,320000.000000000000000,0.000000000000000,21.129999160800001,21.129999160800001,17.752812564399999,4.663390157630000,568.090002059999961
65,WS_71_Sailele,66,68,680000.000000000000000,0.000000000000000,20.920000076299999,20.920000076299999,15.628823672999999,7.255164053270000,1062.760009769999897
66,WS_72_Masausi,67,74,740000.000000000000000,0.000000000000000,34.509998321499999,34.509998321499999,18.722702670699999,6.933936908940000,1385.479997630000071
67,WS_73_Masausi,68,52,520000.000000000000000,0.000000000000000,19.719999313399999,19.719999313399999,17.254423214799999,5.659304980340000,897.230007172000001
68,WS_74_Masefau,69,360,3600000.000000000000000,0.000000000000000,46.150001525900002,46.150001525900002,35.065777905799997,10.933124915000000,12623.680046100000254
69,WS_75_Afono,70,281,2810000.000000000000000,0.000000000000000,60.090000152599998,60.090000152599998,53.231601470699999,13.359460993600001,14958.080013299999337
70,WS_76_Vatia,71,115,1150000.000000000000000,0.000000000000000,54.009998321499999,54.009998321499999,42.649130448100003,15.561929885000000,4904.650001529999827
71,WS_77_Pago Pago Harbor,72,161,1610000.000000000000000,44.590000152599998,59.680000305199997,15.090000152600000,49.409130499200003,2.939546740740000,7954.870010380000167
72,WS_78_Pago Pago Harbor,73,121,1210000.000000000000000,48.049999237100003,61.229999542199998,13.180000305200000,51.656859626500001,2.518526069710000,6250.480014800000390
73,WS_79_Pago Pago Harbor,74,104,1040000.000000000000000,34.819999694800003,47.669998168900001,12.849998474100000,42.426346155300003,3.208889802360000,4412.340000150000378
74,WS_80_Fagatuitui - Vaaogeoge,75,182,1820000.000000000000000,0.000000000000000,55.419998168900001,55.419998168900001,45.797142930100001,15.308227304400001,8335.080013279999548
75,WS_81_Pago Pago Harbor,76,344,3440000.000000000000000,46.310001373299997,59.790000915500002,13.479999542200000,53.560058072600000,3.438385408560000,18424.659976999999344
76,WS_82_Fagasa,77,141,1410000.000000000000000,47.279998779300001,78.760002136200001,31.480003356899999,67.051702323499995,8.078267461090000,9454.290027619999819
77,WS_83_Fagasa,78,33,330000.000000000000000,0.000000000000000,77.910003662099996,77.910003662099996,69.189090844399999,17.783449048500000,2283.239997860000130
78,WS_84_Nuuuli Pala,79,230,2300000.000000000000000,0.000000000000000,78.959999084499998,78.959999084499998,56.284956401300001,14.406221245299999,12945.539972299999135
79,WS_85_Fagasa,80,178,1780000.000000000000000,0.000000000000000,77.739997863799999,77.739997863799999,65.300898884099993,16.220567306700001,11623.560001399999237
80,WS_86_Aasu,81,174,1740000.000000000000000,0.000000000000000,67.569999694800003,67.569999694800003,38.368448235499997,13.609114066100000,6676.109992980000243
81,WS_87_Aasu,82,353,3530000.000000000000000,0.000000000000000,51.529998779300001,51.529998779300001,45.487507071800003,7.507155001130000,16057.089996299999257
82,WS_88_Nuuuli Pala,83,1190,11900000.000000000000000,0.000000000000000,77.260002136200001,77.260002136200001,34.709478978100002,22.956574568000001,41304.279984000000695
83,WS_89_Afono,84,56,560000.000000000000000,0.000000000000000,53.970001220699999,53.970001220699999,44.532321316900003,11.593868278500000,2493.809993740000209
84,WS_90_Vatia,85,153,1530000.000000000000000,0.000000000000000,56.959999084499998,56.959999084499998,49.297647189499997,12.796893323999999,7542.540019989999564
85,WS_91_Vatia,86,171,1710000.000000000000000,0.000000000000000,58.729999542199998,58.729999542199998,50.970292364599999,8.289329388730000,8715.919994350000707
86,WS_92_Vatia,87,50,500000.000000000000000,0.000000000000000,57.630001068100000,57.630001068100000,53.791600341799999,11.136758553400000,2689.580017090000183
87,WS_93_Fagatuitui - Vaaogeoge,88,74,740000.000000000000000,0.000000000000000,54.900001525900002,54.900001525900002,39.202972979199998,19.266849804400000,2901.020000460000119
88,WS_94_Fagatuitui - Vaaogeoge,89,92,920000.000000000000000,0.000000000000000,61.529998779300001,61.529998779300001,55.554673858299999,13.541174045000000,5111.029994960000295
89,WS_95_Fagatuitui - Vaaogeoge,90,158,1580000.000000000000000,0.000000000000000,61.369998931900000,61.369998931900000,53.877784873899998,12.031491220600000,8512.690010070000426
90,WS_96_Pago Pago Harbor,91,87,870000.000000000000000,50.779998779300001,61.409999847400002,10.630001068100000,53.816321844299999,2.512124341960000,4682.020000460000119
91,WS_97_Pago Pago Harbor,92,19,190000.000000000000000,50.970001220699999,61.380001068100000,10.409999847400000,52.950525785700002,2.099394806310000,1006.059989930000029
92,WS_98_Leone_Maloata,93,993,9930000.000000000000000,7.800000190730000,51.200000762899997,43.400000572200000,16.973000998900002,13.667623904599999,16854.189991999999620
