OID,Uniqe_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
39,WS_43_Fagaitua,40,43,430000.000000000000000,0.000000000000000,106.339996338000006,106.339996338000006,80.725813754800001,14.953763504199999,3471.209991459999856
40,WS_44_Fagaitua,41,42,420000.000000000000000,66.620002746599994,97.400001525899995,30.779998779300001,89.426428658600003,6.597839546070000,3755.910003659999802
41,WS_45_Fagaitua,42,99,990000.000000000000000,52.900001525900002,133.820007323999988,80.920005798299997,98.531515410500006,11.920099481099999,9754.620025629999873
42,WS_46_Amouli,43,69,690000.000000000000000,31.920000076299999,96.470001220699999,64.550001144399999,48.036666897800004,11.961746803100000,3314.530015949999779
43,WS_47_Amouli,44,61,610000.000000000000000,0.000000000000000,62.970001220699999,62.970001220699999,42.732950773399999,10.905613114099999,2606.709997179999846
44,WS_50_Auasi,45,51,510000.000000000000000,28.079999923700001,77.819999694800003,49.739999771100003,40.048823150899999,6.886047462660000,2042.489980699999933
45,WS_51_Amouli,46,61,610000.000000000000000,28.879999160800001,83.919998168899994,55.039999008199999,44.576065532500003,9.161662826000001,2719.139997480000147
46,WS_52_Auasi,47,32,320000.000000000000000,0.000000000000000,74.199996948199995,74.199996948199995,37.124062359299998,14.399279514500000,1187.969995500000095
47,WS_53_Auasi,48,16,160000.000000000000000,25.860000610400000,66.150001525899995,40.290000915500002,39.829375505400002,9.845278639429999,637.270008086999951
48,WS_54_Tula,49,35,350000.000000000000000,0.000000000000000,75.830001831100006,75.830001831100006,23.004000636499999,27.713578131599998,805.140022277999947
49,WS_55_Tula,50,127,1270000.000000000000000,0.000000000000000,92.050003051800005,92.050003051800005,42.656614247299999,18.435015407900000,5417.390009400000054
50,WS_56_Onenoa,51,91,910000.000000000000000,0.000000000000000,78.150001525899995,78.150001525899995,43.902307720000003,15.165820593999999,3995.110002519999853
51,WS_57_Aoa,52,19,190000.000000000000000,0.000000000000000,61.529998779300001,61.529998779300001,41.795262989199998,11.867218837699999,794.109996796000019
52,WS_58_Aoa,53,105,1050000.000000000000000,0.000000000000000,102.250000000000000,102.250000000000000,48.613523574100000,14.201943767200000,5104.419975279999562
53,WS_59_Alao,54,134,1340000.000000000000000,0.000000000000000,77.260002136200001,77.260002136200001,43.287910575300003,10.024178016400001,5800.580017090000183
54,WS_60_Aoa,55,94,940000.000000000000000,0.000000000000000,83.190002441399997,83.190002441399997,45.926489505399999,11.461358764200000,4317.090013500000168
55,WS_61_Fagaitua,56,54,540000.000000000000000,59.369998931900000,106.860000610000000,47.490001678500001,75.559444639399999,10.892885630300000,4080.210010530000091
56,WS_62_Fagaitua,57,82,820000.000000000000000,49.259998321499999,111.500000000000000,62.240001678500001,76.421097685700005,8.447072358660000,6266.530010219999895
57,WS_63_Fagaitua,58,20,200000.000000000000000,50.889999389600000,89.900001525899995,39.010002136200001,71.317500305199999,10.308592361900001,1426.350006099999973
58,WS_64_Tafuna Plain,59,1426,14260000.000000000000000,0.000000000000000,255.800003051999994,255.800003051999994,87.257363305400006,39.952321332300002,124429.000073000002885
59,WS_65_Fagatele - Larsen,60,215,2150000.000000000000000,0.000000000000000,111.129997252999999,111.129997252999999,73.910743997300003,11.173361942500000,15890.809959399999570
60,WS_66_Fagatele - Larsen,61,106,1060000.000000000000000,0.000000000000000,90.489997863799999,90.489997863799999,71.849151071500003,14.011558996300000,7616.010013580000305
61,WS_67_Laulii - Aumi,62,177,1770000.000000000000000,33.540000915500002,154.960006714000002,121.420005798000005,89.901073434300002,13.071215227000000,15912.489997900000162
62,WS_68_Laulii - Aumi,63,59,590000.000000000000000,66.059997558600003,133.259994506999988,67.199996948199995,82.615762613599998,15.077041376500000,4874.329994200000328
63,WS_69_Laulii - Aumi,64,26,260000.000000000000000,49.520000457800002,89.919998168899994,40.399997711200001,71.202307334300002,7.718966171860000,1851.259990689999995
64,WS_70_Masausi,65,32,320000.000000000000000,0.000000000000000,115.870002747000001,115.870002747000001,62.519374609000003,22.235886879199999,2000.619987490000085
65,WS_71_Sailele,66,68,680000.000000000000000,0.000000000000000,95.089996337900004,95.089996337900004,41.912499876600002,21.813013421499999,2850.049991609999779
66,WS_72_Masausi,67,74,740000.000000000000000,0.000000000000000,91.419998168899994,91.419998168899994,61.668648797099998,22.357062544600002,4563.480010989999755
67,WS_73_Masausi,68,52,520000.000000000000000,0.000000000000000,105.050003051999994,105.050003051999994,58.861346024699998,22.511585901099998,3060.789993289999984
68,WS_74_Masefau,69,360,3600000.000000000000000,0.000000000000000,187.979995728000006,187.979995728000006,74.397555446599995,29.075608511900001,26783.119960799998807
69,WS_75_Afono,70,281,2810000.000000000000000,0.000000000000000,209.429992676000012,209.429992676000012,85.534128039799995,33.014695080000003,24035.089979199998197
70,WS_76_Vatia,71,115,1150000.000000000000000,0.000000000000000,194.610000609999986,194.610000609999986,74.361043548599994,32.380798689700001,8551.520008089999465
71,WS_77_Pago Pago Harbor,72,161,1610000.000000000000000,36.389999389600000,199.539993285999998,163.149993896000012,100.602981236000005,16.824357950800000,16197.079978899999332
72,WS_78_Pago Pago Harbor,73,121,1210000.000000000000000,40.729999542199998,152.630004882999998,111.900005340999996,103.045372482000005,9.507389163419999,12468.490070300000298
73,WS_79_Pago Pago Harbor,74,104,1040000.000000000000000,36.139999389600000,178.300003051999994,142.160003662000008,83.648365534299998,17.883926928099999,8699.430015559999447
74,WS_80_Fagatuitui - Vaaogeoge,75,182,1820000.000000000000000,0.000000000000000,193.220001220999990,193.220001220999990,78.132143125400006,31.873527969700000,14220.050048799999786
75,WS_81_Pago Pago Harbor,76,344,3440000.000000000000000,37.130001068100000,254.279998779000010,217.149997710999997,116.940290739000005,25.382572650600000,40227.460014299998875
76,WS_82_Fagasa,77,141,1410000.000000000000000,70.849998474100005,232.830001831000004,161.980003356999987,104.125106432999999,24.980499888499999,14681.640006999999969
77,WS_83_Fagasa,78,33,330000.000000000000000,0.000000000000000,187.699996948000006,187.699996948000006,110.568182049000001,37.763550961400000,3648.750007629999800
78,WS_84_Nuuuli Pala,79,230,2300000.000000000000000,0.000000000000000,243.229995728000006,243.229995728000006,123.431347854999999,24.801490708599999,28389.210006699999212
79,WS_85_Fagasa,80,178,1780000.000000000000000,0.000000000000000,301.950012206999986,301.950012206999986,100.815730320000000,40.914246725399998,17945.199996899998951
80,WS_86_Aasu,81,174,1740000.000000000000000,0.000000000000000,160.860000609999986,160.860000609999986,93.995976897500000,35.265731802200001,16355.299980199999482
81,WS_87_Aasu,82,353,3530000.000000000000000,0.000000000000000,223.529998779000010,223.529998779000010,116.433909192000002,26.412371610699999,41101.169944799999939
82,WS_88_Nuuuli Pala,83,1190,11900000.000000000000000,0.000000000000000,306.720001221000018,306.720001221000018,111.424184990000001,53.945591906700002,132594.780138000001898
83,WS_89_Afono,84,56,560000.000000000000000,0.000000000000000,145.990005493000012,145.990005493000012,68.470714160399993,27.052842585600001,3834.359992979999788
84,WS_90_Vatia,85,153,1530000.000000000000000,0.000000000000000,155.490005493000012,155.490005493000012,90.608235303100003,31.738143852400000,13863.060001399999237
85,WS_91_Vatia,86,171,1710000.000000000000000,0.000000000000000,247.479995728000006,247.479995728000006,88.141052770300007,29.659372144799999,15072.120023699999365
86,WS_92_Vatia,87,50,500000.000000000000000,0.000000000000000,201.339996337999992,201.339996337999992,101.121000136999996,35.217108486500003,5056.050006870000288
87,WS_93_Fagatuitui - Vaaogeoge,88,74,740000.000000000000000,0.000000000000000,133.250000000000000,133.250000000000000,62.332162444700003,33.826688905200001,4612.580020899999909
88,WS_94_Fagatuitui - Vaaogeoge,89,92,920000.000000000000000,0.000000000000000,157.970001220999990,157.970001220999990,102.420435366000007,35.145672378199997,9422.680053710000720
89,WS_95_Fagatuitui - Vaaogeoge,90,158,1580000.000000000000000,0.000000000000000,208.479995728000006,208.479995728000006,90.887278424000002,29.533726185700001,14360.189990999999281
90,WS_96_Pago Pago Harbor,91,87,870000.000000000000000,57.750000000000000,128.080001831000004,70.330001831100006,105.956781759999998,9.331769215840000,9218.240013119999276
91,WS_97_Pago Pago Harbor,92,19,190000.000000000000000,52.119998931900000,149.039993285999998,96.919994354200000,91.316842129400001,27.007638420300001,1735.020000459999892
92,WS_98_Leone_Maloata,93,993,9930000.000000000000000,44.979999542199998,247.580001831000004,202.600002289000003,98.005095647999994,37.123331245800003,97319.059978499994031
