OID,Uniqe_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
27,WS_29_Nuuuli Pala,28,105,1050000.000000000000000,0.000000000000000,212.759994506999988,212.759994506999988,160.545619273999989,50.141468670800002,16857.290023800000199
28,WS_30_Nuuuli Pala,29,27,270000.000000000000000,0.000000000000000,144.850006103999988,144.850006103999988,105.537407768999998,50.903756782999999,2849.510009770000124
29,WS_32_Fagalii,30,183,1830000.000000000000000,0.000000000000000,176.690002440999990,176.690002440999990,143.730273261999997,29.495575069699999,26302.640007000001788
30,WS_33_Poloa,31,66,660000.000000000000000,122.860000610000000,153.000000000000000,30.139999389600000,135.226817621999999,7.720137964230000,8924.969963069999721
31,WS_34_Poloa,32,68,680000.000000000000000,0.000000000000000,130.029998779000010,130.029998779000010,103.967941171999996,38.280100760700002,7069.819999690000259
32,WS_35_Alega,33,98,980000.000000000000000,0.000000000000000,178.639999390000014,178.639999390000014,161.752959115000010,25.361126046599999,15851.789993300000788
33,WS_36_Alega,34,23,230000.000000000000000,124.569999695000007,158.750000000000000,34.180000305199997,139.217391303999989,7.845729994310000,3202.000000000000000
34,WS_37_Alega,35,21,210000.000000000000000,0.000000000000000,159.889999390000014,159.889999390000014,138.007144019999998,31.890644232900001,2898.150024409999787
35,WS_39_Fagaitua,36,31,310000.000000000000000,113.599998474000003,116.669998168999996,3.069999694820000,115.155806018000007,0.847465969050000,3569.829986570000074
36,WS_40_Fagaitua,37,72,720000.000000000000000,89.970001220699999,114.410003661999994,24.440002441400001,102.439722485000004,9.201053451270001,7375.660018919999857
37,WS_41_Fagaitua,38,19,190000.000000000000000,88.699996948199995,106.980003357000001,18.280006408700000,99.896841751899998,6.730747265740000,1898.039993289999984
38,WS_42_Fagaitua,39,18,180000.000000000000000,95.690002441399997,102.989997864000003,7.299995422360000,99.392222934299994,1.854751939310000,1789.060012820000111
39,WS_43_Fagaitua,40,43,430000.000000000000000,0.000000000000000,152.089996337999992,152.089996337999992,135.939069880999995,22.072244840200000,5845.380004880000342
40,WS_44_Fagaitua,41,42,420000.000000000000000,132.589996337999992,161.669998168999996,29.080001831099999,149.896190098000005,7.798404402690000,6295.639984129999903
41,WS_45_Fagaitua,42,99,990000.000000000000000,127.519996642999999,175.350006103999988,47.830009460399999,157.068282387000011,13.139292929400000,15549.759956399999282
42,WS_46_Amouli,43,69,690000.000000000000000,86.129997253400006,93.290000915500002,7.160003662110000,89.834782476000001,1.882560475250000,6198.599990839999919
43,WS_47_Amouli,44,61,610000.000000000000000,0.000000000000000,100.440002441000004,100.440002441000004,86.574098055500002,11.864654522900000,5281.019981379999990
44,WS_50_Auasi,45,51,510000.000000000000000,86.000000000000000,92.559997558600003,6.559997558590000,89.283333273500006,1.882327157400000,4553.449996950000241
45,WS_51_Amouli,46,61,610000.000000000000000,86.540000915500002,92.839996337900004,6.299995422360000,90.259016693600003,1.828376024890000,5505.800018310000269
46,WS_52_Auasi,47,32,320000.000000000000000,0.000000000000000,86.889999389600007,86.889999389600007,79.537187337899994,20.573291067200000,2545.189994809999916
47,WS_53_Auasi,48,16,160000.000000000000000,84.690002441399997,87.559997558600003,2.869995117190000,85.791875362400006,0.853610588623000,1372.670005799999899
48,WS_54_Tula,49,35,350000.000000000000000,0.000000000000000,100.550003051999994,100.550003051999994,42.223428126700000,48.769050619399998,1477.819984440000098
49,WS_55_Tula,50,127,1270000.000000000000000,0.000000000000000,106.120002747000001,106.120002747000001,89.783464627000001,30.496767435599999,11402.500007599999662
50,WS_56_Onenoa,51,91,910000.000000000000000,0.000000000000000,105.660003661999994,105.660003661999994,88.152967096699996,24.033245636299998,8021.920005799999672
51,WS_57_Aoa,52,19,190000.000000000000000,0.000000000000000,91.470001220699999,91.470001220699999,84.644736842100002,20.009922073500000,1608.250000000000000
52,WS_58_Aoa,53,105,1050000.000000000000000,0.000000000000000,94.370002746599994,94.370002746599994,91.178190394799998,12.719865803699999,9573.709991460000310
53,WS_59_Alao,54,134,1340000.000000000000000,0.000000000000000,105.430000304999993,105.430000304999993,93.347686596800003,12.655400350100001,12508.590003999999681
54,WS_60_Aoa,55,94,940000.000000000000000,0.000000000000000,113.980003357000001,113.980003357000001,92.764148712199997,13.905693273400001,8719.829978940000728
55,WS_61_Fagaitua,56,54,540000.000000000000000,115.169998168999996,121.010002135999997,5.840003967290000,118.057222436999993,1.395343535470000,6375.090011600000253
56,WS_62_Fagaitua,57,82,820000.000000000000000,120.269996642999999,149.110000609999986,28.840003967299999,131.373657971000000,6.785336312000000,10772.639953600000808
57,WS_63_Fagaitua,58,20,200000.000000000000000,120.319999695000007,124.139999390000000,3.819999694820000,121.983999634000000,1.026354504240000,2439.679992679999941
58,WS_64_Tafuna Plain,59,1426,14260000.000000000000000,0.000000000000000,210.160003662000008,210.160003662000008,135.809838807000006,26.922523999300001,193664.830138999997871
59,WS_65_Fagatele - Larsen,60,215,2150000.000000000000000,0.000000000000000,132.570007323999988,132.570007323999988,125.270557705000002,9.495503465020001,26933.169906600000104
60,WS_66_Fagatele - Larsen,61,106,1060000.000000000000000,0.000000000000000,127.370002747000001,127.370002747000001,119.729057023999999,20.632699452400001,12691.280044600000110
61,WS_67_Laulii - Aumi,62,177,1770000.000000000000000,130.339996337999992,178.860000609999986,48.520004272500003,162.012485827000006,13.238827397600000,28676.209991499999887
62,WS_68_Laulii - Aumi,63,59,590000.000000000000000,134.110000609999986,167.070007323999988,32.960006713900000,149.559830487999989,9.433353014410001,8824.029998780000824
63,WS_69_Laulii - Aumi,64,26,260000.000000000000000,122.660003661999994,148.800003051999994,26.139999389600000,135.365385495999988,6.421632021290000,3519.500022889999855
64,WS_70_Masausi,65,32,320000.000000000000000,0.000000000000000,113.510002135999997,113.510002135999997,103.382186890000000,26.789523078199998,3308.229980470000100
65,WS_71_Sailele,66,68,680000.000000000000000,0.000000000000000,108.830001831000004,108.830001831000004,77.698088253199998,36.174481936900001,5283.470001220000086
66,WS_72_Masausi,67,74,740000.000000000000000,0.000000000000000,130.529998779000010,130.529998779000010,106.292432114999997,34.693077627999998,7865.639976499999648
67,WS_73_Masausi,68,52,520000.000000000000000,0.000000000000000,117.239997864000003,117.239997864000003,102.539807539999998,33.644463560399998,5332.069992069999898
68,WS_74_Masefau,69,360,3600000.000000000000000,0.000000000000000,175.990005493000012,175.990005493000012,133.388527785000008,41.338545271299999,48019.870002700001351
69,WS_75_Afono,70,281,2810000.000000000000000,0.000000000000000,179.660003662000008,179.660003662000008,159.874306214000001,39.852857008100003,44924.680046100002073
70,WS_76_Vatia,71,115,1150000.000000000000000,0.000000000000000,177.899993896000012,177.899993896000012,139.941217040999987,51.153501935199998,16093.239959700000327
71,WS_77_Pago Pago Harbor,72,161,1610000.000000000000000,161.440002440999990,185.410003662000008,23.970001220699999,178.035776268999996,3.185467928260000,28663.759979200000089
72,WS_78_Pago Pago Harbor,73,121,1210000.000000000000000,175.020004271999994,195.059997559000010,20.039993286100000,186.252644057999987,4.829725419850000,22536.569931000001816
73,WS_79_Pago Pago Harbor,74,104,1040000.000000000000000,124.209999084000003,175.130004882999998,50.920005798299997,154.007404253999994,12.785201538500001,16016.770042399999511
74,WS_80_Fagatuitui - Vaaogeoge,75,182,1820000.000000000000000,0.000000000000000,178.699996948000006,178.699996948000006,147.297143035000005,49.319172005500000,26808.080032300000312
75,WS_81_Pago Pago Harbor,76,344,3440000.000000000000000,168.860000609999986,223.860000609999986,55.000000000000000,199.313255620999996,14.614679611200000,68563.759933499997715
76,WS_82_Fagasa,77,141,1410000.000000000000000,152.070007323999988,223.750000000000000,71.679992675799994,197.410780237000012,18.756529079400000,27834.920013399998425
77,WS_83_Fagasa,78,33,330000.000000000000000,0.000000000000000,222.050003051999994,222.050003051999994,198.057877512000005,50.838133822300001,6535.909957890000442
78,WS_84_Nuuuli Pala,79,230,2300000.000000000000000,0.000000000000000,225.270004271999994,225.270004271999994,208.018391616999992,29.223453078999999,47844.230071999998472
79,WS_85_Fagasa,80,178,1780000.000000000000000,0.000000000000000,221.520004271999994,221.520004271999994,187.253483375999991,45.727213510299997,33331.120040900001186
80,WS_86_Aasu,81,174,1740000.000000000000000,0.000000000000000,199.289993285999998,199.289993285999998,158.149827014000010,54.818368425700001,27518.069900499998766
81,WS_87_Aasu,82,353,3530000.000000000000000,0.000000000000000,214.190002440999990,214.190002440999990,189.786827152000001,31.292679129500002,66994.749984699999914
82,WS_88_Nuuuli Pala,83,1190,11900000.000000000000000,0.000000000000000,221.270004271999994,221.270004271999994,166.563268883000006,44.366063644000000,198210.289970000012545
83,WS_89_Afono,84,56,560000.000000000000000,0.000000000000000,161.080001831000004,161.080001831000004,133.900714466000011,34.012347568700001,7498.440010070000426
84,WS_90_Vatia,85,153,1530000.000000000000000,0.000000000000000,187.130004882999998,187.130004882999998,161.762222290000011,42.078114868699998,24749.620010400001775
85,WS_91_Vatia,86,171,1710000.000000000000000,0.000000000000000,192.580001831000004,192.580001831000004,166.528947394999989,27.643262810300001,28476.450004599999374
86,WS_92_Vatia,87,50,500000.000000000000000,0.000000000000000,189.100006103999988,189.100006103999988,176.483800354000010,36.567610365100002,8824.190017700000681
87,WS_93_Fagatuitui - Vaaogeoge,88,74,740000.000000000000000,0.000000000000000,174.880004882999998,174.880004882999998,124.521080326000003,61.232508442200000,9214.559944149999865
88,WS_94_Fagatuitui - Vaaogeoge,89,92,920000.000000000000000,0.000000000000000,195.940002440999990,195.940002440999990,177.267500172000013,43.211699764499997,16308.610015899999780
89,WS_95_Fagatuitui - Vaaogeoge,90,158,1580000.000000000000000,0.000000000000000,195.460006714000002,195.460006714000002,171.543038477000010,38.351756693699997,27103.800079299999197
90,WS_96_Pago Pago Harbor,91,87,870000.000000000000000,184.800003051999994,195.990005493000012,11.190002441400001,192.809885135000002,2.419763486280000,16774.460006699999212
91,WS_97_Pago Pago Harbor,92,19,190000.000000000000000,184.250000000000000,195.399993896000012,11.149993896500000,190.596841912999992,2.994396404440000,3621.339996340000198
92,WS_98_Leone_Maloata,93,993,9930000.000000000000000,120.059997558999996,212.830001831000004,92.770004272500003,146.132900202999991,26.906587093300001,145109.969902000011643
