,Village_st,Samp_count,Ave_DIN_uM,Ave_DIN_uM_ERR,Ave_Sal,aveDIN_BF,aveDIN_BF_ERR,aveDIN_RO,aveDIN_RO_ERR,BFcnt,ROcnt,BF_TF_ratio,SHED_NAME,area_m2,Uniqe_ID,OSDS_cnt,Pig_cnt,pct_ag,ag_area_m2,NatArea,pct_Nat,TotGWQm3pd,netinfiltration,runoff,rainfall,SGD_m3pd,SGD_std,baseflow,baseflow_std,s_len_km,Ave_UnMix_CSP_DIN_mgpL,Ave_UnMix_CSP_DIN_mgpL_ERR,SGD_m3pd_w_pumping,BF_DIN_lOAD_kgNpd,RO_DIN_lOAD_kgNpd,SGD_DIN_lOAD_kgNpd,Total_DIN_lOAD_kgNpd,BF_DIN_lOAD_kgNpd_ERR,RO_DIN_lOAD_kgNpd_ERR,SGD_DIN_lOAD_kgNpd_ERR,Total_DIN_lOAD_kgNpd_ERR,OSDS_ShulerLoad,PIG_ShulerLoad,AG_ShulerLoad,NAT_ShulerLoad,Total_ShulerLoad,Load_per_km2_kgDINpdpkm2,DINpKm_len,predicted_D15N_permil,predicted_D15N_relative
10,Nuuuli_Amalie,12.0,0.09775603027623965,0.03479275366599093,0.0,0.09725599943083688,0.040597190811461424,0.09875609196704518,0.02431027719228794,8.0,4.0,0.6666666666666666,Nuuuli Pala,553288.53125,WS_25_Nuuuli Pala,6,26,0.0140913340454,7796.57351736,514521,0.929932523339,0.0,3884.919577479517,2042.640170331337,7157.810477653149,2602.8961169112767,1864.7613971901685,1282.0234605682408,660.4363281715181,0.113646073846,,,2602.8961169112767,0.12468447295134436,0.20172316051682238,,,0.0826711291827037,0.053598085379589974,,,0.24444851778525006,0.2450120590475655,0.0037838919725036836,0.18639814032121724,0.6796426091265365,1.2283692336638083,5.980343940851925,9.381104072053528,0.8551960605490763
11,Poloa_Vaitele,12.0,0.14059200603240946,0.09282075041413064,1.074074074074074,0.14588399914625536,0.1104053580554151,0.13000801980471768,0.054083523626723196,8.0,4.0,0.6666666666666666,Poloa,660793.25,WS_33_Poloa,9,25,0.0199644207893,13192.3544977,599426,0.907130936946,0.0,2713.0053101840385,2223.3976992686858,6210.801015384131,1817.713557823306,1302.2425488883384,895.2917523607327,461.21090273128664,0.375508255432,0.2255262148090208,0.1507082004977344,1817.713557823306,0.1306087412370426,0.289059532120287,0.40994205830292835,0.829610331660258,0.11957163771759993,0.12367465343701232,0.2755141343459381,0.32480892024946867,0.3666727766778751,0.23558851831496685,0.006402613169890662,0.2171571066296341,0.8258210147923668,1.2497419045856881,2.1992086800922888,9.041817221018928,0.5159092095144757
12,Alega_Alega,12.0,0.14675905312571016,0.07298784421157672,0.0,0.15475954665215433,0.07392295137866661,0.1307580660728218,0.07918558523169517,8.0,4.0,0.6666666666666666,Alega,963139.187501,WS_35_Alega,11,14,0.00986634977164,9502.66810266,902063,0.936586333218,0.0,6544.431760647637,2522.908929223215,11031.108652850906,4384.769279633917,3141.327245110865,2159.6624810137205,1112.5533993100985,0.956934664587,0.25387716192305143,0.23800918461760961,4384.769279633917,0.3342283864833502,0.3298906924630813,1.1131927804008415,1.777311859347273,0.23480425133350227,0.20248342150299917,1.046658140725596,1.0916161578022785,0.44815561593962516,0.13192957025638144,0.00461190668836243,0.3267949523004468,0.9114920451848159,0.9463762424097913,0.952512307178467,7.885526126331014,-0.6403818851734382
13,Alofau_Fogalilima,13.0,0.13954706977855497,0.05501644586385521,10.894871794871793,0.15778751121598217,0.053919413192247634,0.09850607654434379,0.03332372026461707,9.0,4.0,0.6923076923076923,Fagaitua,694622.28125,WS_40_Fagaitua,46,52,0.048202207098,33482.3270557,526207,0.757544084323,0.0,2809.998513751601,859.3898668650344,5132.651081659397,1882.6990042135726,1348.7992866007685,927.2995095380284,477.69974733777224,0.995143041763,,,1882.6990042135726,0.14631628176180642,0.0846551240068405,,,0.09045077856439797,0.029863084428456414,,,1.8741053030202506,0.490024118095131,0.016249895968364556,0.19063168699432437,2.5710110040780707,3.70130799641416,2.5835592434262074,9.525362625693273,0.9994546141888208
14,Alofau_Nuu,13.0,0.36425323892031847,0.2837650901710606,0.45454545454545453,0.38657940247915623,0.27616016464393084,0.31401937091293347,0.3374295681150563,9.0,4.0,0.6923076923076923,Fagaitua,191931.71875,WS_41_Fagaitua,16,30,0.109670848379,21049.3144262,128417,0.669076486348,0.0,694.2063521288454,217.79977917648486,1320.8278309442994,465.1182559263265,333.2190490218458,229.08809620251898,118.01507986190373,0.168198759151,,,465.1182559263265,0.08856073934505725,0.0683933496419756,,,0.07799901330882589,0.0738096411221812,,,0.6518627140940002,0.2827062219779602,0.010215812331745176,0.04652227991788431,0.9913070283215899,5.164894238314061,5.893664336914915,10.098526862215888,1.5726188507114358
15,Amaua_No name,14.0,0.058646474867952325,0.033794680929521766,0.25,0.0651151278680039,0.03475284323204915,0.047002899467859474,0.032134520308273504,9.0,5.0,0.6428571428571429,Fagaitua,438791.8125,WS_43_Fagaitua,20,11,0.0251880246186,11052.2989757,349892,0.797398652465,0.0,2415.5817474792484,697.0664661253779,4067.7438938089913,1618.4397708110964,1159.4792387900393,797.141976668152,410.64889707147233,0.8651631915,,,1618.4397708110964,0.05190600173970009,0.03276414502970721,,,0.038502622303753585,0.02263824762962253,,,0.8148283926175003,0.10365894805858542,0.005363985253104216,0.12675715493297912,1.0506084808621692,2.3943210673790074,1.214347178872287,8.844121854493773,0.3182138429893211
16,Amouli_Laloi,11.0,0.11727996192173834,0.2197793833132139,3.1818181818181817,0.1448839374554498,0.2563796401848723,0.043669360498507746,0.016803814125053343,8.0,3.0,0.7272727272727273,Amouli,676601.34375,WS_46_Amouli,28,77,0.066056954227,44694.223994,550310,0.813344527148,0.0,2306.5496549338154,825.2286031625488,4313.546294998289,1545.3882688056565,1107.1438343682314,761.1613861281592,392.11344133874877,0.372982201135,0.25028105838608766,0.13871403978530933,1545.3882688056565,0.11028005866129569,0.03603720536518533,0.38678141153412343,0.5330986755606044,0.20324751983755554,0.014327601317462942,0.2161505499399272,0.29704527385394075,1.1407597496645003,0.7256126364100979,0.021691338510644004,0.1993636034295375,2.0874273280147797,3.085165803019852,5.596586972951131,10.166997809032113,1.6410897975276608
17,Amouli_Televai,12.0,0.07517130375888163,0.04905185743606482,0.0,0.08613031312062545,0.05759680034586424,0.05325328503539398,0.010996889833947643,8.0,4.0,0.6666666666666666,Amouli,616551.3125,WS_51_Amouli,30,122,0.0512853766811,31620.0663048,442745,0.718099193082,0.0,1892.2234503028906,741.1232863450049,3831.4334373990096,1267.7897117029365,908.2672561453874,624.4337385999538,321.6779865514914,0.369923112908,,,1267.7897117029365,0.05378267342869681,0.039467249614098456,,,0.04539982255213588,0.00905538355877712,,,1.2222425889262505,1.1496719693770383,0.015346089508982223,0.16039548363724188,2.5476561314495125,4.132107222542833,6.886988248509672,10.88732991229175,2.361421900787299
18,Aoa_Tapua,12.0,0.18092782756156545,0.10043478465309583,7.3,0.21113802447131552,0.09586211154659277,0.12050743374206525,0.09078922605762997,8.0,4.0,0.6666666666666666,Aoa,1051422.3125,WS_58_Aoa,82,62,0.0515698401788,54221.680616,759976,0.722807563588,156.148235925,3552.1169143047864,1347.6474493498686,6662.252980354289,2379.918332584207,1705.0161188662973,1172.1985817205796,603.8598754318137,0.58979545989,0.3699303441504085,0.2825013544257928,2223.770096659207,0.2474956928325611,0.16240153571019253,0.8226400371685276,1.2325372657112812,0.16994873717383527,0.12342496675087261,0.6313764569452328,0.6653965179268304,3.340796409731751,0.5842595254211178,0.0263152757505214,0.27532037193575654,4.2266915828391465,4.019975163727702,7.1663684620892925,9.30942836969278,0.7835203581883281
19,Aoa_Vaitolu,12.0,0.17067719523080885,0.14555143312686308,0.45454545454545453,0.21526327894588831,0.1622424253014853,0.08150502780064994,0.01887795803762116,8.0,4.0,0.6666666666666666,Aoa,944906.59375,WS_60_Aoa,20,47,0.0408000787531,38552.2634393,850711,0.900312269622,0.0,3004.2215436463844,1927.8390905545173,6068.0460675410595,2012.8284342430775,1442.0263409502645,991.3931094033068,510.7176624198854,0.71064283526,,,2012.8284342430775,0.2134105314545156,0.15712857867082564,,,0.19482806163824698,0.03964079700996365,,,0.8148283926175003,0.4429064144321377,0.018710475803890087,0.30819140200458883,1.5846366848581168,1.6770299787720333,2.229863732149431,9.318799119526862,0.7928911080224097
20,Fagaitua_Tialu,13.0,0.1367007403508777,0.17920014653554153,5.743589743589744,0.176677565375642,0.20564767794674543,0.046752884045158094,0.009639923818594765,9.0,4.0,0.6923076923076923,Fagaitua,564200.9375,WS_61_Fagaitua,34,32,0.0830743084581,46870.6027142,397074,0.703781177251,0.0,2839.3790210246857,746.0362749284778,4436.3640080709365,1902.3839440865397,1362.9019300918492,936.9950769381463,482.69443357419664,0.930060308327,,,1902.3839440865397,0.16554600896239405,0.03487934745521281,,,0.21071939752749466,0.007992916255299493,,,1.3852082674497503,0.30155330344315756,0.022747595076448968,0.1438500181137544,1.853359184083111,3.2849275158872118,1.9927301138320248,9.314989169920555,0.7890811584161028
21,Fagaitua_Siapapa,13.0,0.16531789027238952,0.10901160569405352,11.87179487179487,0.14770911173197537,0.0932224038674739,0.2240138187404366,0.15961247757215616,10.0,3.0,0.7692307692307693,Fagaitua,176019.874999,WS_63_Fagaitua,25,0,0.136709797113,24063.641399,116375,0.661146930144,0.0,992.583291918948,286.41457528957807,1697.7499127143014,665.0308055856951,476.43998012109495,327.55248633325283,168.73915962622115,0.179868498459,,,665.0308055856951,0.048382486801884776,0.06416082275353867,,,0.03941600663899121,0.046163388315533745,,,1.0185354907718753,0.0,0.011678748275269941,0.04215976331360947,1.0723740023607549,6.09234611924845,5.9619889616479815,8.70541289666662,0.179504885162169
22,Fagatele_No name,11.0,0.03691136786064012,0.013954029207002321,0.0,0.03691136786064012,0.013954029207002321,,,11.0,0.0,1.0,Fagatele - Larsen,1044349.03125,WS_66_Fagatele - Larsen,0,0,0.0189619786863,19802.9240716,895314,0.85729384833,0.0,5299.908338216619,574.0330416664231,8831.740085792264,3550.938586605135,2543.956002343977,1748.9697516114843,900.9844174968254,5.8025418234,0.024042270726611442,,3550.938586605135,0.06455686587886388,,0.08537262683273164,,0.041250597974315496,,,,0.0,0.0,0.009610904746781631,0.3243499577345731,0.3339608624813547,0.31977897473762296,0.05755423616846423,3.884885855481725,-4.641022156022727
23,Laulii_Vaitele,12.0,0.08075498153254579,0.03499598942269944,0.0,0.08037995839849373,0.040354290498670245,0.08150502780064992,0.026263125508510662,8.0,4.0,0.6666666666666666,Laulii - Aumi,1758528.75,WS_67_Laulii - Aumi,110,167,0.0435749352394,76627.7763979,1461305,0.830981580483,0.0,11073.349203997972,5090.800208877581,19955.49955564457,7419.143966678643,5315.207617919026,3654.205237319331,1882.4693646796554,1.21059476314,0.6625124599551754,0.4740357350780753,7419.143966678643,0.2937248649552857,0.41492581255212163,4.915275320125866,5.623925997633274,0.21128384041707343,0.13999075382823797,3.5345246433382926,3.543600249286659,4.481556159396251,1.5737313023439785,0.03718957146202881,0.5293943968119792,6.621871430014238,3.7655747340009302,5.469932327179948,9.7380056281901,1.2120976166856483
24,Masausi_Panata,12.0,0.06717081023243747,0.021797229677449577,0.0,0.06525402532506022,0.02349460941078611,0.07100438004719196,0.020608713311129654,8.0,4.0,0.6666666666666666,Masausi,301075.8125,WS_70_Masausi,17,16,0.0451329885093,13588.451186,234126,0.777631381465,0.0,1392.212265265622,395.3283849957347,2302.1655206627943,932.7822177279668,668.2618873274985,459.4300475376552,236.6760850951557,0.812127070533,,,932.7822177279668,0.029979659957115774,0.028070046891679766,,,0.01884230467070804,0.008617209265176297,,,0.6926041337248752,0.15077665172157878,0.006594849807672174,0.08481801714768748,0.9347936524018136,3.1048447387377345,1.1510435821186298,9.289303980515436,0.7633959690109844
25,Masausi_Vaipito,12.0,0.06808753344900921,0.031348844156385364,0.0,0.06775417955207402,0.03875342743516585,0.06875424124287954,0.009912725287084293,8.0,4.0,0.6666666666666666,Masausi,501621.8125,WS_73_Masausi,10,36,0.0477111292424,23932.943127,417477,0.832254478567,0.0,2129.9744062855825,624.3737584139134,3710.536378050192,1427.0828522113407,1022.3877150170796,702.8915540742422,362.09564906854905,1.00953887664,,,1427.0828522113407,0.04762384056038255,0.04292834401171359,,,0.03665897322621523,0.007532276388656909,,,0.40741419630875014,0.33924746637355224,0.011615316802310732,0.15124151672503322,0.9095184962096463,1.8131557949538852,0.9009246867607054,9.918609022800142,1.3927010112956903
26,Masefau_Talaloa,12.0,0.0872553825227817,0.04294685196147728,14.138888888888891,0.08850545963628859,0.031556887399368766,0.08475522829576787,0.06653417268367509,8.0,4.0,0.6666666666666666,Masefau,3620054.71875,WS_74_Masefau,84,116,0.0434405701379,157257.240913,3025268,0.835696760143,320.408068521,18638.11635626604,8784.697895085894,33416.567070302466,12487.537958698245,8946.295851007697,6150.578397567791,3168.4797805652265,7.30307734897,,,12167.129890177246,0.5443597681057647,0.7445490756073564,,,0.3410452514326489,0.5892057796938058,,,3.422279248993501,1.0931307249814461,0.07632127243895555,1.095979229561647,5.68771047597555,1.5711669899673528,0.7788101103403655,8.876728258617746,0.35082024711329396
27,Afono_Pago,11.0,0.09773330160144861,0.06195879103602157,0.0,0.09143421173079046,0.05830699046058185,0.10875670887510037,0.07577791077211082,7.0,4.0,0.6363636363636364,Afono,2832005.40625,WS_75_Afono,57,282,0.0404904656703,114669.21768,2393815,0.845272044579,105.450756729,16725.788643048447,10409.184447588332,31262.65405950147,11206.278390842459,8028.378548663254,5519.510252205988,2843.384069318236,4.3441339691,0.2951756854539699,0.11889870446347359,11100.827634113459,0.5046720690504709,1.1320686425935866,3.276694406005811,4.913435117649868,0.41371842727488006,0.7968685856186651,1.3409795351314477,1.6138118209549854,2.3222609189598757,2.657438486592826,0.055652131196673574,0.8672195387030552,5.90257107545243,2.0842372201783044,1.35874517623942,10.431617756170956,1.9057097446665043
28,Amalau_Tiaiu,11.0,0.05800357806672019,0.021020335669944493,0.0,0.059860835492501874,0.022117938652554372,0.05475337757160226,0.021732654434354817,7.0,4.0,0.6363636363636364,Vatia,1125667.6875,WS_76_Vatia,3,0,0.00661804318624,7449.71736923,1038870,0.922892263442,0.0,5950.9207727523435,3413.098905175345,11199.131369226328,3987.1169177440706,2856.4419709211247,1963.8038550082736,1011.6565313678984,3.27794092984,,,3987.1169177440706,0.11755493950419127,0.18687869304428795,,,0.07452495795522465,0.07649359966462899,,,0.12222425889262503,0.0,0.00361555312575257,0.3763567202028741,0.5021965322212517,0.4461321381060356,0.15320487555148363,5.1880987694619245,-3.3378092420425274
29,Aua_Lalomauna,10.0,0.37552316489747295,0.29957305650073923,2.296296296296296,0.27615989261815305,0.18479093321241938,0.6073708002158861,0.4315313514051183,7.0,3.0,0.7,Pago Pago Harbor,1602383.0,WS_77_Pago Pago Harbor,175,257,0.0741111008348,118754.368089,1110290,0.69289926316,1562.15832564,11271.392642917765,5535.717760641876,19946.835711628733,7551.833070754904,5410.268468600527,3719.5595721628624,1916.1367492960198,1.2341114283,0.7885243998778056,0.46883706148975546,5989.674745114904,1.0271931720353193,3.362233326050349,4.723004683854978,9.112431181940648,0.867437561407008,2.412381074268621,2.840401717300241,3.8262138317233814,7.129748435403127,2.421849968277859,0.05763476726169196,0.4022304069556817,10.01146357789836,6.24785933069582,8.112284959300023,9.956841607295404,1.4309335957909521
30,Fagasa_Leele,11.0,0.08409609672682788,0.032579469868493416,0.0,0.08600530540927477,0.037592211209157865,0.08075498153254579,0.026236137673314456,7.0,4.0,0.6363636363636364,Fagasa,1396610.75,WS_82_Fagasa,67,58,0.0594181636108,82984.0460441,1153701,0.8260719746,0.0,10216.8124980588,6579.149772640629,19370.05392714498,6845.264373699396,4904.069999068224,3371.5481243594045,1736.8581246699964,1.92598106286,,,6845.264373699396,0.2899710261375981,0.5312991183894468,,,0.19590333922805014,0.18060318459681274,,,2.729675115268626,0.5465653624907231,0.040274444276448065,0.4179571307813066,3.734472052817104,2.6739533923944836,1.938997285503717,9.075130073566196,0.5492220620617445
31,Fagasa_Agasii,11.0,0.14200876009438393,0.1014508243402894,0.14814814814814814,0.183297021329069,0.10754533150275387,0.06975430293368506,0.015393047090434356,7.0,4.0,0.6363636363636364,Fagasa,1775096.15625,WS_85_Fagasa,50,60,0.0508472768551,90258.8057013,1466108,0.82593159522,466.416808607,12487.892600624218,8088.723946158709,23194.806823001956,8366.888042418226,5994.188448299626,4121.004558205992,2122.941742106117,1.50738321471,,,7900.471233811226,0.7553678604026743,0.5642233004873071,,,0.589782104697806,0.13669764618636746,,,2.0370709815437507,0.5654124439559204,0.04380508560336954,0.531134404057481,3.1774229151605216,1.7900004481295386,2.1079065257946463,8.929862792304162,0.4039547807997099
32,Oa_No name,2.0,0.08400518202766374,0.04808622741579584,0.0,0.08400518202766374,0.04808622741579584,,,2.0,0.0,1.0,Afono,538939.53125,WS_89_Afono,0,0,0.0,0.0,530372,0.984102982332,0.0,2668.294351280903,1735.4184614016044,5218.092500176394,1787.757215358205,1280.7812886148333,880.5371359226981,453.6100397177535,1.19465367053,0.21992311576357557,0.09000155630204852,1787.757215358205,0.07396968238530394,,0.39316913703038997,,0.05696364286901546,,0.1633478157831001,,0.0,0.0,0.0,0.19214056273396934,0.19214056273396934,0.35651599408253526,0.16083369387609003,4.0,-4.525908011504452
33,Vatia_Faatafe,12.0,0.05108648470531534,0.02605909058285978,0.787878787878788,0.04962806140622396,0.029671138659635284,0.054003331303498124,0.020462607947860218,8.0,4.0,0.6666666666666666,Vatia,1558863.9375,WS_90_Vatia,14,16,0.0299364651878,46666.8759975,1376335,0.882908999875,150.064538421,9647.170521504304,5248.7812741872585,17223.023240093098,6463.604249407885,4630.641850322066,3183.566272096421,1640.0189886557318,1.39897318906,0.12389718082186253,0.0737533608875174,6313.5397109868845,0.15799422244238467,0.28345167408953154,0.7822297711981517,1.223675667730068,0.12468836083089008,0.11108111794389472,0.4691658988322111,0.4979988380683194,0.5703798748322502,0.15077665172157878,0.022648720886884896,0.49861188262287165,1.2424171300635853,0.7970016498400043,0.8880921662969052,7.436101213133638,-1.0898067983708142
34,Vatia_Gaoa,12.0,0.18726155160333377,0.16526158700387344,0.0,0.18076115061309786,0.12787249280084664,0.20026235358380554,0.24829523254310015,8.0,4.0,0.6666666666666666,Vatia,1697312.125,WS_91_Vatia,67,102,0.0337026144085,57203.8560797,1446910,0.852471374409,0.0,10488.543797329345,6065.3251467507835,19816.4884963135,7027.3243442106605,5034.501022718085,3461.2194531186833,1783.0524455459886,1.58127712873,0.3245744838342466,0.20869371227015554,7027.3243442106605,0.6256540108701705,1.2146562891393526,2.2808901717580103,4.1212004717675335,0.5475140848839692,1.510881778360564,1.4756339047196272,2.1817494911392563,2.729675115268626,0.9612011547250647,0.027762607680704092,0.5241794469266997,4.242818324601094,2.4997278120552484,2.683159230924124,9.456122539738358,0.9302145282339058
