,Village_st,Samp_count,Ave_DIN_uM,Ave_DIN_uM_ERR,Ave_Sal,aveDIN_BF,aveDIN_BF_ERR,aveDIN_RO,aveDIN_RO_ERR,BFcnt,ROcnt,BF_TF_ratio,SHED_NAME,area_m2,Uniqe_ID,OSDS_cnt,Pig_cnt,pct_ag,ag_area_m2,NatArea,pct_Nat,TotGWQm3pd,netinfiltration,runoff,rainfall,SGD_m3pd,SGD_std,baseflow,baseflow_std,s_len_km,Ave_UnMix_CSP_DIN_mgpL,Ave_UnMix_CSP_DIN_mgpL_ERR,SGD_m3pd_w_pumping,BF_DIN_lOAD_kgNpd,RO_DIN_lOAD_kgNpd,SGD_DIN_lOAD_kgNpd,Total_DIN_lOAD_kgNpd,BF_DIN_lOAD_kgNpd_ERR,RO_DIN_lOAD_kgNpd_ERR,SGD_DIN_lOAD_kgNpd_ERR,Total_DIN_lOAD_kgNpd_ERR,OSDS_ShulerLoad,PIG_ShulerLoad,AG_ShulerLoad,NAT_ShulerLoad,Total_ShulerLoad,Load_per_km2_kgDINpdpkm2,DINpKm_len,predicted_D15N_permil,predicted_D15N_relative
0,Amaluia_Vaipuna,12.0,0.09242236792527686,0.05998014739284519,0.0,0.09100561386330237,0.029094749241345537,0.09383912198725136,0.08404426265009697,6.0,6.0,0.5,Leone,948249.28125,WS_0_Leone,20,6,0.0314171428438,29791.2831206,839330,0.885136447342,0.0,6020.2314725514125,2252.659890517291,10611.486713837512,4033.555086609446,2889.7111068246772,1986.676385941966,1023.43935033374,0.390184366034,0.464920569211916,0.28424165785800115,4033.555086609446,0.18079870405037562,0.21138762626204036,1.8752827268140828,2.267469057126499,0.10961695285280641,0.19049960219248113,1.1543491042287977,1.1750863071375037,0.7432058495194489,0.06088895453771662,0.01730261942068785,0.3040683492331844,1.1254657727110378,1.1868880841411529,2.884446099547122,7.781286306948678,-0.7893756271346231
1,Amanave_Laloafu,12.0,0.053503300458095364,0.03015751711555394,0.0,0.04450274524084567,0.010570149934035503,0.07150441089259472,0.04925409585566812,8.0,4.0,0.6666666666666666,Amanave,498758.65625,WS_1_Amanave,27,20,0.141551140503,70599.8566279,361224,0.724246076682,0.0,1669.8447136014115,1539.483561644949,4394.596636078554,1118.795958112946,801.5254625286776,551.0487554884659,283.87360131224,0.947327794141,,,1118.795958112946,0.024523182380788256,0.11007986515425562,,,0.013911267054136237,0.07662074436412364,,,1.003327896851256,0.20296318179238876,0.04100402273519389,0.13086245622509357,1.3781575576039322,2.7631752157763825,1.454784253272746,8.993808707333068,0.42314677324976735
2,Amanave_Puna,13.0,0.16216384955523366,0.10426879832536108,0.0,0.1558667578098319,0.07034737653823102,0.16951045659153574,0.14154141300332054,7.0,6.0,0.5384615384615384,Amanave,279178.5625,WS_4_Amanave,22,2,0.086756227407,24220.4788554,172425,0.617615473251,0.0,1001.4350081774356,853.0502961673864,2434.1202835257864,670.9614554788817,480.68880392516905,330.47355269855376,170.24395139016406,0.48976866044,0.44924271744815075,0.31977661711241573,670.9614554788817,0.051509841201020194,0.14460094519887845,0.3014245475622992,0.49753533396219785,0.03527879061098036,0.12160473445810502,0.215641761669376,0.2500673387019416,0.8175264344713938,0.020296318179238874,0.014067125814128521,0.06246528197077648,0.9143551604355377,3.2751625062025944,1.8669123492182946,8.630943241875393,0.060281307792092065
3,Asili_Asili,12.0,0.04591949930282016,0.01453273196085859,0.0,0.05483671604583606,0.010629233514506939,0.03700228255980427,0.012681476269544528,6.0,6.0,0.5,Afao - Asili,2013216.9375,WS_5_Afao - Asili,32,49,0.0402300671773,80991.8526382,1839401,0.91366258933,0.0,14040.006582241802,8078.751833972747,26337.34356078082,9406.804410102008,6739.203159476065,4633.202172139795,2386.8011189811064,0.766092902842,,,9406.804410102008,0.2540695918965808,0.29893225809119656,,,0.13984282037955745,0.10672258351408549,,,1.1891293592311183,0.4972597953913524,0.04703963896762108,0.6663691583142133,2.399797951904305,1.1920215388632478,3.132515577421088,8.4712456670296,-0.09941626705370155
4,Fagaalu_Fagaalu,12.0,0.11117352462788038,0.07651120590474675,0.7777777777777778,0.1321192611519738,0.07489528110589283,0.048336315055600154,0.04315742251464841,9.0,3.0,0.75,Fagaalu,2477828.21875,WS_9_Fagaalu,124,132,0.0219892796608,54485.6576536,2004555,0.808996759675,110.650498185,17799.770250381862,8945.866086649932,31498.915825036,11925.846067755847,8543.889720183293,5873.924182626014,3025.960942564917,2.15540266057,0.3371215030870695,0.2209219457833503,11815.195569570848,0.7760585230712607,0.43241020160951993,3.9831564896814085,5.1916252143621895,0.5944475820361615,0.3884944731245613,2.626079758518413,2.7204026873860228,4.6078762670205835,1.3395569998297656,0.03164498133396082,0.726200338123415,6.705278586307725,2.706111156361906,3.1109169107801424,9.414893794600413,0.8442318605171124
5,Fagamalo_Matavai,12.0,0.05158651555071811,0.022036283422606086,0.0,0.04766960726172982,0.02192166249837751,0.06333724041768297,0.021734571824136167,9.0,3.0,0.75,Fagamalo,1125981.5,WS_13_Fagamalo,7,41,0.0103438781016,11647.0153807,1048899,0.931541948069,0.0,5417.8339239669185,4773.717750023563,12255.416539046742,3629.948729057835,2600.560283504121,1787.8851949090829,921.0317670743764,2.10745515621,,,3629.948729057835,0.08522778507037726,0.30235410881940306,,,0.058853992361838005,0.10807044086798032,,,0.2601220473318071,0.41607452267439693,0.006764524834440606,0.37998997705591114,1.0629510718965558,0.9440217906746743,0.504376602635827,9.112462377378453,0.541800443295152
6,Leone_Leafu,12.0,0.1946786758101414,0.11236701292417751,0.0,0.14500894516680046,0.07907446746975796,0.2195135411318118,0.12266621054049504,4.0,8.0,0.3333333333333333,Leone,3788884.78125,WS_17_Leone,233,701,0.0992996622958,376234.979256,2634103,0.695218554292,0.0,29796.628604897094,9204.737310911243,47198.871619534846,19963.74116528105,14302.381730350606,9832.887439616045,5065.426862832507,1.37204034836,,,19963.74116528105,1.4258566355626041,2.020564482306238,,,1.0696218903982762,1.1470469709314652,,,8.65834814690158,7.113859521823225,0.21851528289211355,0.9542698949402246,16.944992846557145,4.472290350557132,12.350214676129237,10.70146490172428,2.13080296764098
7,Maloata_Maloata,12.0,0.07200444173799748,0.05738741489098237,0.0,0.07500462681041406,0.06500785617968549,0.0630038865207478,0.032359375527525026,9.0,3.0,0.75,Maloata,2801859.10938,WS_18_Maloata,5,5,0.00809526212355,22681.7839237,2718603,0.970285404751,0.0,17248.541561425267,13758.5467631831,35472.40122671824,11556.522846154932,8279.29994948413,5692.018715270339,2932.252065442296,1.42201620659,,,11556.522846154932,0.42692773953674423,0.8668419189579899,,,0.4304526501621102,0.45357821828971245,,,0.18580146237986223,0.05074079544809719,0.013173459948849395,0.9848821398381838,1.2345978576149927,0.4406352387533814,0.8682023818670555,5.120787160005259,-3.449874774078042
8,Matuu_Afuelo,12.0,0.06908759513981472,0.043809008205191305,0.0,0.09360577425939673,0.05663210813976982,0.05157461005439899,0.02284038983473459,5.0,7.0,0.4166666666666667,Matuu - Faganeanea,1196699.03125,WS_21_Matuu - Faganeanea,73,55,0.0438982297578,52532.9690247,970601,0.811065250873,0.0,7763.9727826220915,4316.288112880603,14615.939408741768,5201.8617643567995,3726.706935658603,2562.1110182652897,1319.8753730457554,1.92019865188,,,5201.8617643567995,0.2398283856032538,0.2226108763042548,,,0.19057138828808634,0.1010677836184722,,,2.7127013507459887,0.558148749929069,0.030510870122429996,0.3516245622509359,3.6529855330484238,3.0525515920512896,1.9023998009122192,9.207507831725854,0.6368458976425533
9,Nua-Seetaga_Saonapule,12.0,0.07042101072755542,0.09301058427327086,0.0,0.049253038272171895,0.006849996751761133,0.08100499695524718,0.1148485903524902,4.0,8.0,0.3333333333333333,Nua - Seetaga,1680939.51562,WS_24_Nua - Seetaga,81,252,0.054537911591,91674.9306927,1387461,0.825408045386,0.0,8827.66219013542,6858.855960814997,19568.39663103115,5914.533667390731,4237.277851265001,2913.128522744689,1500.7025723230213,1.68516903768,0.17461715012081705,0.09574524312838804,5914.533667390731,0.14348043062249974,0.5556016062222978,1.032779013293394,1.7318610501381917,0.07656044735472083,0.789686892068901,0.5711017115997523,0.9775602562485658,3.009983690553768,2.5573360905840983,0.05324431410934734,0.5026425552469508,6.123206650494165,3.6427287202155356,3.6335860163465172,10.599532631960276,2.0288706978769753
